ticket_id,issue_type,issue_description,case_owner,case_owner_description,street_address,city,state,zip_code,neighborhood_district,created_year_month,ticket_created_date_time,ticket__last_update_date_time,ticket_closed_date_time,ticket_status,location_city,sr_xcoordinate,sr_ycoordinate,latitude,longitude,method_received,sr_priority,goal_days,actual_completed_days,ticket_year,ObjectId,is_transport
17-10011524,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25599 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 9,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,849854.348,434990.924,25.52915,-80.412626,XTERFACE,STANDARD,3.0,0.0,2017,267,True
17-10011551,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3400 SW 143RD PL,Miami_Dade_County,Florida,33175.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,844629.313,510061.374,25.735759,-80.427487,XTERFACE,STANDARD,3.0,0.0,2017,268,True
17-10011528,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25599 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 9,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,849854.348,434990.924,25.52915,-80.412626,XTERFACE,STANDARD,3.0,0.0,2017,269,True
17-10011542,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,22000 SW 162ND AVE,Miami_Dade_County,Florida,33170.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,835569.563,446756.221,25.561688,-80.455798,XTERFACE,STANDARD,3.0,0.0,2017,270,True
17-10011540,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,22000 SW 162ND AVE,Miami_Dade_County,Florida,33170.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,835569.563,446756.221,25.561688,-80.455798,XTERFACE,STANDARD,3.0,0.0,2017,271,True
17-10011548,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3400 SW 143RD PL,Miami_Dade_County,Florida,33175.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,844629.313,510061.374,25.735759,-80.427487,XTERFACE,STANDARD,3.0,0.0,2017,272,True
17-10011539,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,22000 SW 162ND AVE,Miami_Dade_County,Florida,33170.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,835569.563,446756.221,25.561688,-80.455798,XTERFACE,STANDARD,3.0,0.0,2017,273,True
17-10011543,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3845 SW 149TH AVE,Miami_Dade_County,Florida,33185.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,841916.925,508526.371,25.731568,-80.435746,XTERFACE,STANDARD,3.0,0.0,2017,274,True
17-10011550,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3400 SW 143RD PL,Miami_Dade_County,Florida,33175.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,844629.313,510061.374,25.735759,-80.427487,XTERFACE,STANDARD,3.0,0.0,2017,275,True
17-10011531,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,276,True
17-10011535,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,277,True
17-10011537,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,18698 SW 168TH ST,Miami_Dade_County,Florida,33187.0,District 9,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,822665.14,463801.498,25.608727,-80.494745,XTERFACE,STANDARD,3.0,0.0,2017,278,True
17-10011536,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,279,True
17-10011533,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,280,True
17-10011532,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,281,True
17-10011529,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,282,True
17-10011530,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25201 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,850044.815,436171.596,25.532396,-80.412033,XTERFACE,STANDARD,3.0,0.0,2017,283,True
17-10011552,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,6599 SW 137TH AVE,Miami_Dade_County,Florida,33183.0,District 10,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,848894.457,498989.701,25.705246,-80.41468,XTERFACE,STANDARD,3.0,0.0,2017,284,True
17-10011549,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3400 SW 143RD PL,Miami_Dade_County,Florida,33175.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,844629.313,510061.374,25.735759,-80.427487,XTERFACE,STANDARD,3.0,0.0,2017,285,True
17-10011547,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3400 SW 143RD PL,Miami_Dade_County,Florida,33175.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,844629.313,510061.374,25.735759,-80.427487,XTERFACE,STANDARD,3.0,0.0,2017,286,True
17-10011546,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3845 SW 149TH AVE,Miami_Dade_County,Florida,33185.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,841916.925,508526.371,25.731568,-80.435746,XTERFACE,STANDARD,3.0,0.0,2017,287,True
17-10011538,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,18698 SW 168TH ST,Miami_Dade_County,Florida,33187.0,District 9,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,822665.14,463801.498,25.608727,-80.494745,XTERFACE,STANDARD,3.0,0.0,2017,288,True
17-10011522,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25599 SW 137TH AVE,Miami_Dade_County,Florida,33032.0,District 9,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,849854.348,434990.924,25.52915,-80.412626,XTERFACE,STANDARD,3.0,0.0,2017,289,True
17-10011545,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3845 SW 149TH AVE,Miami_Dade_County,Florida,33185.0,District 11,20171,2017/01/03 12:56:00+00,2017/01/03 05:00:00+00,2017/01/03 05:00:00+00,CLOSED,Miami_Dade_County,841916.925,508526.371,25.731568,-80.435746,XTERFACE,STANDARD,3.0,0.0,2017,290,True
17-10000848,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15 SE 1ST AVE,City_of_Miami,Florida,33131.0,District 5,20171,2017/01/03 16:50:33+00,2017/01/23 05:00:00+00,2017/01/23 05:00:00+00,CLOSED,City_of_Miami,922113.582,524384.693,25.77405,-80.191854,PHONE,STANDARD,3.0,20.0,2017,414,True
17-10000632,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11700 SW 80TH ST,Miami_Dade_County,Florida,33183.0,District 10,20171,2017/01/03 15:42:08+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,859628.831,494820.236,25.69364,-80.38214,PHONE,STANDARD,3.0,16.0,2017,783,True
17-10001305,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,17230 NW 48TH PL,Miami_Dade_County,Florida,33055.0,District 1,20171,2017/01/03 19:33:30+00,2017/03/30 18:30:34.747+00,2017/01/23 05:00:00+00,CLOSED,Miami_Dade_County,892586.685,581002.686,25.930289,-80.280631,PHONE,STANDARD,3.0,20.0,2017,937,True
17-10001837,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,26300 SW 197TH AVE,Miami_Dade_County,Florida,33031.0,District 8,20171,2017/01/03 23:27:52+00,2017/01/31 05:00:00+00,2017/01/31 05:00:00+00,CLOSED,Miami_Dade_County,817541.189,432216.938,25.521878,-80.510647,PHONE,STANDARD,3.0,28.0,2017,1301,True
17-10001882,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,8300 SW 21ST ST,Miami_Dade_County,Florida,33155.0,District 10,20171,2017/01/04 03:07:45.492+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,876407.75,515469.324,25.750227,-80.330872,WEB,STANDARD,3.0,16.0,2017,1314,True
17-10001883,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,8300 SW 21ST ST,Miami_Dade_County,Florida,33155.0,District 10,20171,2017/01/04 03:09:22.258+00,2017/01/04 17:20:07.839+00,2017/01/04 17:20:07.839+00,DUP,Miami_Dade_County,876407.75,515469.324,25.750227,-80.330872,WEB,STANDARD,3.0,1.0,2017,1315,True
17-10003828,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,7248 SW 136TH ST,City_of_Pinecrest,Florida,33156.0,District 8,20171,2017/01/04 09:32:00+00,2017/01/20 05:00:00+00,2017/01/20 05:00:00+00,CLOSED,City_of_Pinecrest,883268.718,477056.716,25.644445,-80.310637,XTERFACE,STANDARD,3.0,16.0,2017,1347,True
17-10003829,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15698 SW 47TH ST,Miami_Dade_County,Florida,33185.0,District 11,20171,2017/01/04 09:49:00+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,838120.745,504546.947,25.720663,-80.447328,XTERFACE,STANDARD,3.0,15.0,2017,1348,True
17-10002151,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,10494 SW 137TH PL,Miami_Dade_County,Florida,33186.0,District 11,20171,2017/01/04 12:16:04.836+00,2017/01/27 05:00:00+00,2017/01/27 05:00:00+00,CLOSED,Miami_Dade_County,847738.67,486367.159,25.670531,-80.418359,IPHONE,STANDARD,3.0,23.0,2017,1449,True
17-10001604,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,23200 SW 142ND AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 21:17:45+00,2017/01/24 05:00:00+00,2017/01/24 05:00:00+00,CLOSED,Miami_Dade_County,847018.581,442955.014,25.551097,-80.421121,PHONE,STANDARD,3.0,21.0,2017,1542,True
17-10001613,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,23200 SW 147TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/03 21:19:47+00,2017/01/24 05:00:00+00,2017/01/24 05:00:00+00,CLOSED,Miami_Dade_County,844334.615,442903.931,25.550988,-80.429262,PHONE,STANDARD,3.0,21.0,2017,1548,True
17-10011570,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,23600 SW 124TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,856292.94,441705.719,25.547545,-80.393009,XTERFACE,STANDARD,3.0,0.0,2017,1675,True
17-10011572,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,23600 SW 124TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,856292.94,441705.719,25.547545,-80.393009,XTERFACE,STANDARD,3.0,0.0,2017,1681,True
17-10011575,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,2298 SW 19TH ST,City_of_Miami,Florida,33145.0,District 5,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,City_of_Miami,908865.467,517099.926,25.754226,-80.232238,XTERFACE,STANDARD,3.0,0.0,2017,1701,True
17-10011571,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,23600 SW 124TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,856292.94,441705.719,25.547545,-80.393009,XTERFACE,STANDARD,3.0,0.0,2017,1703,True
17-10011569,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25301 SW 132ND AVE,Miami_Dade_County,Florida,33032.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,852585.269,435960.492,25.531784,-80.404332,XTERFACE,STANDARD,3.0,0.0,2017,1704,True
17-10011574,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,2298 SW 19TH ST,City_of_Miami,Florida,33145.0,District 5,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,City_of_Miami,908865.467,517099.926,25.754226,-80.232238,XTERFACE,STANDARD,3.0,0.0,2017,1708,True
17-10011577,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,2898 NW 20TH ST,City_of_Miami,Florida,33142.0,District 5,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,City_of_Miami,905054.219,531581.269,25.794128,-80.243564,XTERFACE,STANDARD,3.0,0.0,2017,1713,True
17-10011576,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,2298 SW 19TH ST,City_of_Miami,Florida,33145.0,District 5,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,City_of_Miami,908865.467,517099.926,25.754226,-80.232238,XTERFACE,STANDARD,3.0,0.0,2017,1718,True
17-10011578,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,8598 NW 192ND ST,Miami_Dade_County,Florida,33015.0,District 13,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,872543.147,586988.915,25.947048,-80.341524,XTERFACE,STANDARD,3.0,0.0,2017,1721,True
17-10011567,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28800 SW 152ND AVE,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,841753.999,423769.088,25.49837,-80.437334,XTERFACE,STANDARD,3.0,0.0,2017,1724,True
17-10011566,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28800 SW 152ND AVE,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,841753.999,423769.088,25.49837,-80.437334,XTERFACE,STANDARD,3.0,0.0,2017,1729,True
17-10011568,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28800 SW 152ND AVE,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,841753.999,423769.088,25.49837,-80.437334,XTERFACE,STANDARD,3.0,0.0,2017,1734,True
17-10011573,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,17999 SW 137TH AVE,Miami_Dade_County,Florida,33177.0,District 9,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,849419.101,460953.528,25.600588,-80.413599,XTERFACE,STANDARD,3.0,0.0,2017,1740,True
17-10011565,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28800 SW 152ND AVE,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:50:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,841753.999,423769.088,25.49837,-80.437334,XTERFACE,STANDARD,3.0,0.0,2017,1745,True
17-10011581,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28849 ILLINOIS RD,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:51:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,842598.167,423997.069,25.498988,-80.434772,XTERFACE,STANDARD,3.0,0.0,2017,1759,True
17-10011583,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28849 ILLINOIS RD,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:51:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,842598.167,423997.069,25.498988,-80.434772,XTERFACE,STANDARD,3.0,0.0,2017,1765,True
17-10011582,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28849 ILLINOIS RD,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:51:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,842598.167,423997.069,25.498988,-80.434772,XTERFACE,STANDARD,3.0,0.0,2017,1766,True
17-10011584,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,28849 ILLINOIS RD,Miami_Dade_County,Florida,33033.0,District 8,20171,2017/01/04 14:51:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,Miami_Dade_County,842598.167,423997.069,25.498988,-80.434772,XTERFACE,STANDARD,3.0,0.0,2017,1789,True
17-10011580,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,219 NE 36TH ST,City_of_Miami,Florida,33137.0,District 3,20171,2017/01/04 14:51:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,City_of_Miami,922369.781,537691.31,25.810655,-80.190827,XTERFACE,STANDARD,3.0,0.0,2017,1793,True
17-10011579,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,219 NE 36TH ST,City_of_Miami,Florida,33137.0,District 3,20171,2017/01/04 14:51:00+00,2017/01/04 05:00:00+00,2017/01/04 05:00:00+00,CLOSED,City_of_Miami,922369.781,537691.31,25.810655,-80.190827,XTERFACE,STANDARD,3.0,0.0,2017,1799,True
17-10002751,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3400 SW 144TH AVE,Miami_Dade_County,Florida,33175.0,District 11,20171,2017/01/04 16:43:23+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,844452.702,510053.721,25.73574,-80.428024,PHONE,STANDARD,3.0,15.0,2017,1801,True
17-10002800,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3511 BROAD MANOR RD,Miami_Dade_County,Florida,33147.0,District 2,20171,2017/01/04 17:06:39+00,2017/02/09 05:00:00+00,2017/02/09 05:00:00+00,CLOSED,Miami_Dade_County,901086.186,555178.622,25.859111,-80.255217,PHONE,STANDARD,3.0,36.0,2017,1943,True
17-10003819,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13206 SW 43RD LN,Miami_Dade_County,Florida,33175.0,District 10,20171,2017/01/04 16:07:00+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,851117.063,506989.656,25.727229,-80.407821,XTERFACE,STANDARD,3.0,15.0,2017,1981,True
17-10003820,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,4621 SW 134TH AVE,Miami_Dade_County,Florida,33175.0,District 10,20171,2017/01/04 16:09:00+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,849764.824,505361.155,25.722765,-80.411951,XTERFACE,STANDARD,3.0,15.0,2017,1989,True
17-10003821,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13427 SW 43RD LN,Miami_Dade_County,Florida,33175.0,District 10,20171,2017/01/04 16:10:00+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,849598.752,506672.311,25.726375,-80.412437,XTERFACE,STANDARD,3.0,15.0,2017,1991,True
17-10003822,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13498 SW 43RD LN,Miami_Dade_County,Florida,33175.0,District 10,20171,2017/01/04 16:12:00+00,2017/01/19 05:00:00+00,2017/01/19 05:00:00+00,CLOSED,Miami_Dade_County,849603.246,506505.386,25.725915,-80.412426,XTERFACE,STANDARD,3.0,15.0,2017,1996,True
