ticket_id,issue_type,issue_description,case_owner,case_owner_description,street_address,city,state,zip_code,neighborhood_district,created_year_month,ticket_created_date_time,ticket__last_update_date_time,ticket_closed_date_time,ticket_status,location_city,sr_xcoordinate,sr_ycoordinate,latitude,longitude,method_received,sr_priority,goal_days,actual_completed_days,ticket_year,ObjectId,is_transport
23-10000058,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15248 SW 164TH ST,Miami_Dade_County,Florida,33187.0,District 9,20231,1/1/2023 4:42:37 PM,3/14/2023 4:00:00 AM,3/14/2023 4:00:00 AM,CLOSED,Miami_Dade_County,840760.685,465849.315,25.614162,-80.439808,ANDROID,STANDARD,3.0,72.0,2023,300,True
23-10000451,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13622 SW 328TH ST,City_of_Homestead,Florida,33033.0,District 9,20231,1/2/2023 7:07:35 PM,1/3/2023 2:35:16 PM,1/3/2023 2:35:16 PM,CANCEL,City_of_Homestead,850555.64,410831.565,25.462669,-80.410824,WEB,STANDARD,3.0,1.0,2023,308,True
23-10000454,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15002 SW 288TH ST,Miami_Dade_County,Florida,33033.0,District 8,20231,1/2/2023 7:10:33 PM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,842566.469,424144.128,25.499393,-80.434866,IPHONE,STANDARD,3.0,2.0,2023,311,True
23-10000457,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14244 SW 288TH ST,Miami_Dade_County,Florida,33033.0,District 8,20231,1/2/2023 7:14:08 PM,1/3/2023 3:21:54 PM,1/3/2023 3:21:54 PM,DUP,Miami_Dade_County,846992.278,424205.756,25.49951,-80.421448,IPHONE,STANDARD,3.0,1.0,2023,313,True
23-10000462,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,29180 SW 137TH AVE,City_of_Homestead,Florida,33033.0,District 8,20231,1/2/2023 7:20:05 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,City_of_Homestead,849997.204,423052.388,25.496301,-80.412353,IPHONE,STANDARD,3.0,3.0,2023,318,True
23-10000464,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25399 SW 112TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20231,1/2/2023 7:22:24 PM,1/3/2023 2:37:05 PM,1/3/2023 2:37:05 PM,CANCEL,Miami_Dade_County,863252.556,435653.688,25.530805,-80.371988,WEB,STANDARD,3.0,1.0,2023,320,True
23-10000465,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25573 SW 112TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20231,1/2/2023 7:23:46 PM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,863247.725,435317.651,25.529881,-80.372007,WEB,STANDARD,3.0,2.0,2023,321,True
23-10000476,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16063 SW 272ND ST,Miami_Dade_County,Florida,33031.0,District 8,20231,1/2/2023 7:38:20 PM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,837363.141,429429.229,25.513994,-80.450575,IPHONE,STANDARD,3.0,2.0,2023,329,True
23-10000336,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16005 SW 272ND ST,Miami_Dade_County,Florida,33031.0,District 8,20231,1/2/2023 4:20:51 PM,3/22/2023 4:00:00 AM,3/22/2023 4:00:00 AM,CLOSED,Miami_Dade_County,837740.513,429433.385,25.514002,-80.449431,IPHONE,STANDARD,3.0,79.0,2023,377,True
23-10000519,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16199 SW 92ND AVE,City_of_Palmetto_Bay,Florida,33157.0,District 8,20231,1/2/2023 8:47:38 PM,1/3/2023 4:22:35 PM,1/3/2023 4:22:35 PM,CANCEL,City_of_Palmetto_Bay,873266.089,468026.401,25.61974,-80.341135,WEB,STANDARD,3.0,1.0,2023,413,True
23-10000543,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,18801 SW 197TH AVE,Miami_Dade_County,Florida,33187.0,District 9,20231,1/2/2023 9:44:58 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,817384.438,457134.898,25.590439,-80.510844,IPHONE,STANDARD,3.0,3.0,2023,433,True
23-10000544,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,31951 SW 192ND AVE,Miami_Dade_County,Florida,33030.0,District 8,20231,1/2/2023 9:45:26 PM,1/3/2023 4:26:20 PM,1/3/2023 4:26:20 PM,DUP,Miami_Dade_County,820596.072,413389.575,25.470044,-80.501597,ANDROID,STANDARD,3.0,1.0,2023,434,True
23-10000809,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,GARDEN DR & NW 145TH ST,Miami_Dade_County,Florida,33168.0,District 2,20231,1/3/2023 1:32:32 PM,1/3/2023 1:47:11 PM,1/3/2023 1:47:11 PM,CLOSED,Miami_Dade_County,918924.06,573038.31,25.907958,-80.200646,PHONE,STANDARD,3.0,0.0,2023,521,True
23-10000572,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13330 SW 280TH TER,Miami_Dade_County,Florida,33033.0,District 9,20231,1/2/2023 10:27:12 PM,3/17/2023 4:00:00 AM,3/17/2023 4:00:00 AM,CLOSED,Miami_Dade_County,851508.771,426775.447,25.506526,-80.40772,IPHONE,STANDARD,3.0,74.0,2023,611,True
23-10001417,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25449 SW 132ND AVE,Miami_Dade_County,Florida,33032.0,District 8,20231,1/3/2023 4:04:16 PM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,852592.12,435538.163,25.530622,-80.404317,WEB,STANDARD,3.0,1.0,2023,812,True
23-10001441,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,8903 SW 128TH ST,Miami_Dade_County,Florida,33176.0,District 7,20231,1/3/2023 4:10:05 PM,2/24/2023 5:00:00 AM,2/24/2023 5:00:00 AM,CLOSED,Miami_Dade_County,874020.529,479524.8,25.651366,-80.338671,PHONE,STANDARD,3.0,52.0,2023,826,True
23-10004622,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,6399 SW 146TH AVE,Miami_Dade_County,Florida,33183.0,District 10,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,844195.596,499516.054,25.706751,-80.428943,XTERFACE,STANDARD,3.0,0.0,2023,847,True
23-10004637,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,848,True
23-10004632,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,849,True
23-10004638,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,850,True
23-10004639,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,851,True
23-10004636,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,852,True
23-10004631,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,853,True
23-10004630,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,854,True
23-10004635,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,855,True
23-10004633,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,856,True
23-10004634,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15300 SW 298TH TER,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,841314.999,420623.845,25.489722,-80.438706,XTERFACE,STANDARD,3.0,0.0,2023,857,True
23-10001295,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13600 HARRISON ST,Miami_Dade_County,Florida,33176.0,District 9,20231,1/3/2023 3:39:49 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,861340.812,476096.28,25.642102,-80.377209,PHONE,STANDARD,3.0,2.0,2023,915,True
23-10001053,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 113TH AVE & SW 187TH ST,Miami_Dade_County,Florida,33157.0,District 9,20231,1/3/2023 2:45:08 PM,3/27/2023 4:00:00 AM,3/27/2023 4:00:00 AM,CLOSED,Miami_Dade_County,862277.623,458665.408,25.594131,-80.374615,PHONE,STANDARD,3.0,83.0,2023,995,True
23-10004628,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16864 SW 145TH AVE,Miami_Dade_County,Florida,33177.0,District 9,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,844712.247,464562.347,25.610574,-80.427833,XTERFACE,STANDARD,3.0,0.0,2023,1001,True
23-10004626,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16864 SW 145TH AVE,Miami_Dade_County,Florida,33177.0,District 9,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,844712.247,464562.347,25.610574,-80.427833,XTERFACE,STANDARD,3.0,0.0,2023,1002,True
23-10004629,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16864 SW 145TH AVE,Miami_Dade_County,Florida,33177.0,District 9,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,844712.247,464562.347,25.610574,-80.427833,XTERFACE,STANDARD,3.0,0.0,2023,1003,True
23-10004627,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16864 SW 145TH AVE,Miami_Dade_County,Florida,33177.0,District 9,20231,1/3/2023 4:17:00 PM,1/3/2023 5:00:00 AM,1/3/2023 5:00:00 AM,CLOSED,Miami_Dade_County,844712.247,464562.347,25.610574,-80.427833,XTERFACE,STANDARD,3.0,0.0,2023,1004,True
23-10001509,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,E FRONTAGE RD & SW 216TH ST,Miami_Dade_County,Florida,33189.0,District 8,20231,1/3/2023 4:27:22 PM,1/3/2023 4:40:11 PM,1/3/2023 4:40:11 PM,CLOSED,Miami_Dade_County,866274.688,448630.406,25.566469,-80.362634,PHONE,STANDARD,3.0,0.0,2023,1035,True
23-10001246,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,1510 NE 14TH ST,Miami_Dade_County,Florida,33033.0,District 8,20231,1/3/2023 3:30:56 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,835379.81,418330.065,25.483478,-80.456726,PHONE,STANDARD,3.0,2.0,2023,1085,True
23-10001620,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3090 NW 40TH ST,Miami_Dade_County,Florida,33142.0,District 2,20231,1/3/2023 4:51:16 PM,1/10/2023 5:00:00 AM,1/10/2023 5:00:00 AM,CLOSED,Miami_Dade_County,904148.794,537938.465,25.811632,-80.246205,WEB,STANDARD,3.0,7.0,2023,1320,True
23-10001596,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 147TH AVE & SW 30TH ST,Miami_Dade_County,Florida,33185.0,District 11,20231,1/3/2023 4:46:44 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,843109.969,511364.564,25.739363,-80.432085,PHONE,STANDARD,3.0,2.0,2023,1481,True
23-10001613,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 152ND AVE & SW 30TH ST,Miami_Dade_County,Florida,33185.0,District 11,20231,1/3/2023 4:50:01 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,840473.062,511251.654,25.739083,-80.440097,PHONE,STANDARD,3.0,2.0,2023,1491,True
23-10001784,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 109TH CT & SW 243RD ST,Miami_Dade_County,Florida,33032.0,District 8,20231,1/3/2023 5:31:49 PM,3/21/2023 4:00:00 AM,3/21/2023 4:00:00 AM,CLOSED,Miami_Dade_County,864245.062,439613.555,25.541687,-80.368921,IPHONE,STANDARD,3.0,77.0,2023,1565,True
23-10001795,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,275 NW 132ND AVE,Miami_Dade_County,Florida,33182.0,District 12,20231,1/3/2023 5:34:40 PM,1/3/2023 8:40:17 PM,1/3/2023 8:40:17 PM,CLOSED,Miami_Dade_County,850775.219,522585.584,25.770143,-80.408647,IPHONE,STANDARD,3.0,0.0,2023,1572,True
23-10001812,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 326TH ST & SW 198TH AVE,Miami_Dade_County,Florida,33030.0,District 9,20231,1/3/2023 5:42:47 PM,1/3/2023 5:57:12 AM,1/3/2023 5:57:12 AM,CLOSED,Miami_Dade_County,817263.252,411231.752,25.464141,-80.511723,PHONE,STANDARD,3.0,0.0,2023,1582,True
23-10001824,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 272ND ST & SW 164TH CT,Miami_Dade_County,Florida,33031.0,District 8,20231,1/3/2023 5:47:54 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,834784.936,429380.535,25.51389,-80.458393,PHONE,STANDARD,3.0,2.0,2023,1593,True
23-10001826,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 272ND ST & SW 159TH AVE,Miami_Dade_County,Florida,33031.0,District 8,20231,1/3/2023 5:48:11 PM,1/3/2023 6:00:46 PM,1/3/2023 6:00:46 PM,CLOSED,Miami_Dade_County,837807.874,429414.126,25.513948,-80.449227,PHONE,STANDARD,3.0,0.0,2023,1595,True
23-10001834,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 136TH ST & SW 199TH AVE,Miami_Dade_County,Florida,33196.0,District 11,20231,1/3/2023 5:51:57 PM,1/3/2023 6:07:13 PM,1/3/2023 6:07:13 PM,CLOSED,Miami_Dade_County,815604.62,474298.557,25.637682,-80.516053,PHONE,STANDARD,3.0,0.0,2023,1600,True
23-10002532,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,15494 SW 41ST TER,Miami_Dade_County,Florida,33185.0,District 11,20231,1/3/2023 9:27:31 PM,1/30/2023 5:00:00 AM,1/30/2023 5:00:00 AM,CLOSED,Miami_Dade_County,838709.623,507389.437,25.728477,-80.445503,WEB,STANDARD,3.0,27.0,2023,1656,True
23-10002312,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 152ND AVE & COUNTRY WALK DR,Miami_Dade_County,Florida,33196.0,District 11,20231,1/3/2023 8:11:32 PM,1/5/2023 5:00:00 AM,1/5/2023 5:00:00 AM,CLOSED,Miami_Dade_County,840946.062,472681.999,25.632959,-80.439157,PHONE,STANDARD,3.0,2.0,2023,1716,True
23-10002248,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,7380 SW 122ND ST,City_of_Pinecrest,Florida,33156.0,District 7,20231,1/3/2023 7:51:43 PM,1/3/2023 9:23:25 PM,1/3/2023 9:23:25 PM,CANCEL,City_of_Pinecrest,882012.123,481808.78,25.657538,-80.314377,WEB,STANDARD,3.0,0.0,2023,1737,True
23-10002681,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,13599 SW 197TH AVE,Miami_Dade_County,Florida,33196.0,District 11,20231,1/3/2023 10:36:43 PM,1/4/2023 12:40:17 PM,1/4/2023 12:40:17 PM,CLOSED,Miami_Dade_County,816939.362,474342.415,25.637789,-80.512002,ANDROID,STANDARD,3.0,1.0,2023,1844,True
23-10006367,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16063 SW 272ND ST,Miami_Dade_County,Florida,33031.0,District 8,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,837363.141,429429.229,25.513994,-80.450575,XTERFACE,STANDARD,3.0,0.0,2023,2068,True
23-10006369,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,16063 SW 272ND ST,Miami_Dade_County,Florida,33031.0,District 8,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,837363.141,429429.229,25.513994,-80.450575,XTERFACE,STANDARD,3.0,0.0,2023,2073,True
23-10006360,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25573 SW 112TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,863247.725,435317.651,25.529881,-80.372007,XTERFACE,STANDARD,3.0,0.0,2023,2079,True
23-10006359,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,25573 SW 112TH AVE,Miami_Dade_County,Florida,33032.0,District 8,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,863247.725,435317.651,25.529881,-80.372007,XTERFACE,STANDARD,3.0,0.0,2023,2085,True
23-10006364,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14341 SW 287TH ST,Miami_Dade_County,Florida,33033.0,District 9,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,846242.694,424569.248,25.500519,-80.423716,XTERFACE,STANDARD,3.0,0.0,2023,2086,True
23-10006361,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14341 SW 287TH ST,Miami_Dade_County,Florida,33033.0,District 9,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,846242.694,424569.248,25.500519,-80.423716,XTERFACE,STANDARD,3.0,0.0,2023,2087,True
23-10006363,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14341 SW 287TH ST,Miami_Dade_County,Florida,33033.0,District 9,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,846242.694,424569.248,25.500519,-80.423716,XTERFACE,STANDARD,3.0,0.0,2023,2088,True
23-10006365,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14341 SW 287TH ST,Miami_Dade_County,Florida,33033.0,District 9,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,846242.694,424569.248,25.500519,-80.423716,XTERFACE,STANDARD,3.0,0.0,2023,2089,True
23-10006362,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14341 SW 287TH ST,Miami_Dade_County,Florida,33033.0,District 9,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,846242.694,424569.248,25.500519,-80.423716,XTERFACE,STANDARD,3.0,0.0,2023,2090,True
23-10006366,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,14341 SW 287TH ST,Miami_Dade_County,Florida,33033.0,District 9,20231,1/4/2023 5:56:00 AM,1/4/2023 5:00:00 AM,1/4/2023 5:00:00 AM,CLOSED,Miami_Dade_County,846242.694,424569.248,25.500519,-80.423716,XTERFACE,STANDARD,3.0,0.0,2023,2091,True
23-10002995,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 115TH AVE & SW 190TH TERRACE RD,Miami_Dade_County,Florida,33157.0,District 9,20231,1/4/2023 12:32:31 PM,1/4/2023 12:47:11 PM,1/4/2023 12:47:11 PM,CLOSED,Miami_Dade_County,860911.937,458412.314,25.593453,-80.378763,PHONE,STANDARD,3.0,0.0,2023,2118,True
23-10002785,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 112TH AVE & SW 248TH ST,Miami_Dade_County,Florida,33032.0,District 8,20231,1/4/2023 1:07:01 AM,1/4/2023 1:27:12 PM,1/4/2023 1:27:12 PM,CLOSED,Miami_Dade_County,863211.873,437953.127,25.537132,-80.372078,ANDROID,STANDARD,3.0,1.0,2023,2148,True
