ticket_id,issue_type,issue_description,case_owner,case_owner_description,street_address,city,state,zip_code,neighborhood_district,created_year_month,ticket_created_date_time,ticket__last_update_date_time,ticket_closed_date_time,ticket_status,location_city,sr_xcoordinate,sr_ycoordinate,latitude,longitude,method_received,sr_priority,goal_days,actual_completed_days,ticket_year,ObjectId,is_transport
20-10000375,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 159TH PATH & SW 43RD ST,Miami_Dade_County,Florida,33185.0,District 11,20201,1/2/2020 1:40:26 PM,1/17/2020 5:00:00 AM,1/17/2020 5:00:00 AM,CLOSED,Miami_Dade_County,836170.123,506462.53,25.725956,-80.453229,PHONE,STANDARD,3.0,15.0,2020,90,True
20-10000387,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,9713 E CALUSA CLUB DR,Miami_Dade_County,Florida,33186.0,District 7,20201,1/2/2020 1:45:06 PM,1/16/2020 5:00:00 AM,1/16/2020 5:00:00 AM,CLOSED,Miami_Dade_County,853281.586,488665.15,25.676786,-80.401499,IPHONE,STANDARD,3.0,14.0,2020,100,True
20-10003786,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11186 SW 162ND AVE,Miami_Dade_County,Florida,33196.0,District 11,20201,1/2/2020 1:58:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,834947.884,483991.77,25.664145,-80.457222,XTERFACE,STANDARD,3.0,0.0,2020,126,True
20-10003790,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11186 SW 162ND AVE,Miami_Dade_County,Florida,33196.0,District 11,20201,1/2/2020 1:58:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,834947.884,483991.77,25.664145,-80.457222,XTERFACE,STANDARD,3.0,0.0,2020,127,True
20-10003789,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11186 SW 162ND AVE,Miami_Dade_County,Florida,33196.0,District 11,20201,1/2/2020 1:58:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,834947.884,483991.77,25.664145,-80.457222,XTERFACE,STANDARD,3.0,0.0,2020,128,True
20-10003788,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11186 SW 162ND AVE,Miami_Dade_County,Florida,33196.0,District 11,20201,1/2/2020 1:58:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,834947.884,483991.77,25.664145,-80.457222,XTERFACE,STANDARD,3.0,0.0,2020,129,True
20-10003787,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11186 SW 162ND AVE,Miami_Dade_County,Florida,33196.0,District 11,20201,1/2/2020 1:58:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,834947.884,483991.77,25.664145,-80.457222,XTERFACE,STANDARD,3.0,0.0,2020,130,True
20-10003785,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,11186 SW 162ND AVE,Miami_Dade_County,Florida,33196.0,District 11,20201,1/2/2020 1:58:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,834947.884,483991.77,25.664145,-80.457222,XTERFACE,STANDARD,3.0,0.0,2020,131,True
20-10000237,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,8793 SW 117TH AVE,Miami_Dade_County,Florida,33176.0,District 7,20201,1/2/2020 3:39:49 AM,1/16/2020 5:00:00 AM,1/16/2020 5:00:00 AM,CLOSED,Miami_Dade_County,858853.23992183,492174.315658192,25.68637,-80.384533,WEB,STANDARD,3.0,15.0,2020,177,True
20-10012966,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,12256 SW 215TH TER,Miami_Dade_County,Florida,33177.0,District 9,20201,1/2/2020 11:51:00 AM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,857225.524,448590.237,25.566476,-80.390084,XTERFACE,STANDARD,3.0,0.0,2020,193,True
20-10003761,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,241 NE 164TH TER,Miami_Dade_County,Florida,33162.0,District 2,20201,1/2/2020 12:04:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,920624.436,579729.436,25.926337,-80.195349,XTERFACE,STANDARD,3.0,0.0,2020,194,True
20-10003760,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,241 NE 164TH TER,Miami_Dade_County,Florida,33162.0,District 2,20201,1/2/2020 12:04:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,920624.436,579729.436,25.926337,-80.195349,XTERFACE,STANDARD,3.0,0.0,2020,195,True
20-10003759,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,271 NE 164TH TER,Miami_Dade_County,Florida,33162.0,District 2,20201,1/2/2020 12:04:00 PM,1/2/2020 5:00:00 AM,1/2/2020 5:00:00 AM,CLOSED,Miami_Dade_County,920801.685,579738.437,25.926359,-80.19481,XTERFACE,STANDARD,3.0,0.0,2020,198,True
20-10000258,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 198TH AVE & SW 326TH ST,Miami_Dade_County,Florida,33030.0,District 9,20201,1/2/2020 12:09:31 PM,1/10/2020 5:00:00 AM,1/10/2020 5:00:00 AM,CLOSED,Miami_Dade_County,817263.252,411231.752,25.464141,-80.511723,PHONE,STANDARD,3.0,8.0,2020,251,True
20-10000261,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 198TH AVE & SW 324TH ST,Miami_Dade_County,Florida,33030.0,District 9,20201,1/2/2020 12:11:57 PM,1/10/2020 5:00:00 AM,1/10/2020 5:00:00 AM,CLOSED,Miami_Dade_County,817260.939,411857.345,25.465862,-80.511723,PHONE,STANDARD,3.0,8.0,2020,254,True
20-10000526,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,3198 NW 27TH AVE,Miami_Dade_County,Florida,33142.0,District 2,20201,1/2/2020 2:37:48 PM,1/15/2020 5:00:00 AM,1/15/2020 5:00:00 AM,CLOSED,Miami_Dade_County,906039.075,535643.627,25.805289,-80.2405,PHONE,STANDARD,3.0,13.0,2020,318,True
20-10000453,POTHOLE,,Public_Works_Road_And_Bridges-16-60,Road And Bridges,SW 149TH AVE & SW 39TH TER,Miami_Dade_County,Florida,33185.0,District 11,20201,1/2/2020 2:12:37 PM,1/17/2020 5:00:00 AM,1/17/2020 5:00:00 AM,CLOSED,Miami_Dade_County,841902.997,508265.778,25.730851,-80.435792,PHONE,STANDARD,3.0,15.0,2020,368,True
